,id,adult_males,subadult_males,adult_females,juveniles,pups,r_mean,g_mean,b_mean,r_std,g_std,b_std,r_max,g_max,b_max,r_min,g_min,b_min,r_kurtosis,g_kurtosis,b_kurtosis,r_skewness,g_skewness,b_skewness
243,243,4,0,0,0,0,127.754129913,136.674584335,141.285090934,35.1115791137,29.1110864583,24.1644373965,255,255,255,23,24,28,2.35704982459,2.96499746933,4.25326507207,1.7708009395,1.69654445788,1.42036700611
244,244,1,1,3,13,0,103.823538265,103.752131993,103.770191165,25.3075163503,25.8094791072,25.1619961039,255,255,255,36,38,27,6.61297023441,5.79514684038,5.07580053386,2.01977530579,1.63798032528,1.06794895239
245,245,7,2,74,29,8,129.41116962,133.873744278,125.479410648,37.9508272494,34.1216692698,39.3145388354,255,255,255,7,10,13,-0.00366236823794,1.04217122821,0.994866668761,0.450994199411,0.471789918774,0.715595604498
246,246,5,3,24,31,1,136.365552038,136.050659413,135.864049035,32.2082302856,30.2833441319,28.4797593199,248,241,247,55,56,60,-0.431827931399,-0.232073394681,0.123615637871,0.339297552078,0.231367128517,0.359142949112
247,247,3,1,34,18,0,58.9980591823,75.5227610306,74.4884585171,60.6551106438,53.4835924335,53.0925241873,255,255,255,1,1,1,0.709625852439,0.7472216398,0.830260453182,1.4272340141,1.27100254081,1.29292585737
248,248,4,0,64,34,0,85.7248413418,87.7694667023,77.8454243741,43.3800061367,41.1940932176,47.0352384567,255,255,255,5,5,1,1.86911903153,1.8607232618,0.985183149978,1.32004989282,1.12398703529,1.00174595026
249,249,4,8,13,38,0,100.533388082,107.206863545,109.726627946,72.3578509272,68.5887790946,67.7083701345,255,255,255,2,6,10,-0.5126720538,-0.434101976492,-0.414601364394,0.921047337913,0.974246388052,0.99034040019
250,250,2,4,2,0,0,124.359675423,134.835834335,143.702767284,18.1571839198,15.714514961,14.7554375794,255,255,255,15,25,22,15.7416535215,17.1035876439,18.2004333047,2.8163049963,2.0056673621,-0.0567767745265
251,251,1,0,5,31,0,104.096456872,106.075284213,105.039296648,39.4046492611,40.7434070127,40.8316406205,255,255,255,6,2,8,1.7291659235,0.86350629104,1.02442344621,0.825030317862,0.270842203327,0.363167564666
252,252,23,4,105,15,67,87.748294539,90.8884184895,91.3808819993,78.8262212658,74.2155304374,71.1986431281,255,255,255,1,1,1,-1.17426034294,-1.00487874542,-0.761865475035,0.608606821243,0.70140332108,0.813162736935
253,253,2,0,0,0,0,121.807946355,131.378813449,137.374807926,36.5283870042,31.8308303772,28.9750855934,255,255,255,33,33,35,0.922425114183,1.36521131475,1.74110348488,1.04135738168,1.05923318297,0.948416712229
254,254,2,9,7,1,6,128.045342646,128.937503133,129.035399758,25.6867957756,22.9019365596,22.0497083467,255,255,255,58,56,55,0.545863333749,1.48047696804,1.95739442826,0.551168868344,0.735381707509,0.856762273709
255,255,0,3,0,0,0,128.848002751,127.764953863,127.138547409,32.1426977445,34.6844865809,36.2873803283,255,255,255,33,31,30,4.63905907033,3.63535757075,2.93301883164,1.62955173138,1.09568938872,0.801377540873
256,256,15,0,92,54,59,96.484797221,98.1697213395,99.121556778,36.2635273475,32.5802062881,29.5219381621,255,255,255,17,16,20,2.55284508991,3.41376117359,4.97193468625,1.7459156528,1.82722150165,1.86095399326
257,257,1,11,23,53,9,142.383260314,159.966204176,161.35197811,69.593087334,61.2951459727,54.1932195778,255,255,255,43,50,62,-1.28691804982,-1.29755387613,-1.09260960451,0.621143619007,0.131286012244,0.283458620433
258,258,19,11,350,266,1,126.373935916,135.173746309,138.228608053,67.1730533128,58.2322397674,53.8123488051,255,255,255,8,11,8,-1.3933393674,-1.113057933,-0.919436198148,0.209401051238,0.224095617372,0.28174177952
259,259,3,3,32,20,0,111.138596925,117.451485458,120.036412983,38.0726450057,35.7899263374,35.0820508371,255,255,255,27,29,24,3.03006069826,3.29534866626,3.24832044225,1.76430931548,1.65093622404,1.42359930569
260,260,3,1,8,51,0,110.493875797,111.607583029,111.78499866,26.997236745,25.8761865889,24.470476936,255,255,255,35,32,25,10.1783677081,11.8796040675,13.8102693415,2.99815601766,3.16243688823,3.23873182443
261,261,3,4,29,9,2,62.075376859,86.5579982308,84.7537863469,59.6435464149,46.6261685062,45.8299912045,255,255,255,1,6,3,1.44135769869,2.34574918415,2.78219626713,1.65481905431,1.83164314442,1.91797622721
262,262,3,0,34,31,5,58.9999141336,68.9618576034,74.6498040176,61.0121476783,56.2059600485,53.4383392209,255,255,255,1,5,4,1.35046958912,1.74357771536,2.04691238654,1.56875240857,1.64627535388,1.68675799836
263,263,12,2,57,32,23,103.882778781,109.9072028,112.873142323,45.9234317263,45.107171789,45.5992212951,255,255,255,17,17,14,1.27348453054,1.70853279157,1.70781457678,1.36416918087,1.23454198455,1.09457775316
264,264,0,0,3,3,0,111.591130685,115.894970925,115.92052466,73.3354725567,70.1088051508,69.2998568548,254,255,255,2,9,6,-1.17203146943,-1.03356560586,-0.89708900219,0.546985908585,0.617131436374,0.697570930143
265,265,1,8,0,2,0,123.626289118,127.573761637,126.978584273,25.5275080864,24.8160979491,24.9499956195,255,255,255,30,32,33,1.63244744285,0.679438887857,0.713469352868,0.927845943468,-0.0546471458478,-0.275196733021
266,266,4,0,39,35,0,82.1433821908,100.782087556,111.131593641,58.344357463,46.407454228,39.6791316661,255,255,255,11,16,18,0.0203329576121,1.04134822386,2.10771901767,1.10061881926,1.38260589527,1.55282706275
267,267,14,8,62,14,44,106.019603861,117.237375907,122.056247756,53.1425969321,46.6844774069,43.573504941,255,255,255,12,18,17,0.337293049684,0.922636182291,1.46760283902,1.31615904363,1.46594244562,1.47112881883
268,268,3,8,10,1,0,129.03762922,133.587689284,133.678899083,30.5632378254,26.249517456,23.452341303,255,255,255,37,39,38,3.49089143103,4.57936387255,6.23536211516,1.9736534577,1.86397274342,1.71184207617
269,269,3,2,0,0,0,89.2852941029,102.716014246,94.7415867489,33.2618769164,32.0752019135,30.85567196,255,255,255,1,5,1,4.08057365165,3.41831714791,4.91186651208,1.25774676417,0.265160815971,0.962333641757
270,270,3,0,21,29,0,128.575704225,131.817248366,134.147496645,12.0012414578,12.6732207624,12.9623475273,255,255,255,51,34,26,53.9916936245,16.8213772044,5.68866703309,5.85753453205,1.67691039555,-0.0512304296471
271,271,30,7,289,34,217,127.637814833,128.798951024,125.649826758,51.5488156281,53.2536347359,56.4791117254,255,255,255,26,27,25,0.032490868918,-0.0430575584205,-0.183997578308,0.953940142963,1.03127687199,1.01110551747
272,272,0,2,0,4,0,130.79282788,133.538428122,137.744008808,16.8166930508,16.547257882,16.9073731286,255,255,255,25,22,24,12.0221062593,12.6091155838,13.1380349739,0.671025383477,-0.609426538875,-1.17657893088
273,273,14,3,296,7,250,104.516329116,106.771459581,98.8584007347,43.7089111263,43.7287576215,49.2543399819,255,255,255,14,17,2,0.496409334711,0.871660909487,0.566515429132,0.92661122737,0.910366628679,0.750164616291
274,274,1,0,0,0,0,127.9868792,135.826833877,142.591577118,15.6770340911,15.7396010988,15.3702328822,255,255,255,65,68,70,15.3113615449,11.7006847541,11.061078628,2.81662197,2.05368559256,1.61527583388
275,275,0,1,25,40,0,124.365383665,127.207465599,126.20499417,39.3790891599,36.7254413862,36.2159824837,255,255,255,41,45,48,0.99368610974,1.81718482414,2.66492452042,1.09562548161,1.20859534948,1.44050240227
276,276,6,3,37,0,0,83.0428958812,96.9166266507,101.961238787,52.8484903274,46.480997793,43.4775550693,255,255,255,9,14,13,3.24920282691,3.58526956665,3.79982943911,2.00071568779,2.01785616354,2.02587608303
277,277,5,6,68,102,0,111.779938776,126.18595851,138.615007352,65.8768840996,56.0776526448,46.636799295,255,255,255,15,24,38,-0.808580689564,-0.585646267188,-0.240841445499,0.798583352881,0.788960831874,0.775277289484
278,278,5,0,18,19,2,137.720635354,141.919047041,144.06409129,44.7710771209,40.6017813157,36.7148565395,255,255,255,11,19,9,0.317274793107,0.613364243779,1.12449295597,0.809338824029,0.601973651592,0.395759593373
279,279,1,0,8,4,0,110.382228349,115.141085685,111.827012943,42.729720664,41.6245530339,46.3337126548,255,255,255,10,13,2,1.36578156761,1.18691251095,0.59777995899,1.18956254484,0.744444743098,0.362735137657
280,280,12,5,19,3,29,121.883661634,128.411914314,130.387907227,36.8131485442,31.0278074876,28.3720965107,255,255,255,46,45,41,-1.31312327539,-1.10238532573,-1.03041713843,0.153983111357,0.205961880094,0.36187221274
281,281,3,3,51,20,0,23.4863481999,37.8758589902,41.5184269392,36.1711820798,33.0124287263,31.6227217088,255,255,255,1,7,3,14.9772690973,16.2364223383,17.3248225841,3.7816690507,3.89975504616,3.98993013978
282,282,0,3,3,0,0,131.571943043,133.544184222,136.825417105,18.5362671496,19.4982625957,18.3810763641,255,253,246,24,20,22,3.85845607265,3.53900647135,5.67173808092,-0.297898393866,-1.23990541179,-1.76705355657
283,283,4,7,26,12,0,140.1109581,156.309135789,142.095548633,56.4329547191,47.7531947561,49.3545554489,255,255,255,7,16,6,-0.827397920165,0.0988689221018,0.446978959491,0.300260334743,-0.0165909411979,0.2730463467
284,284,2,0,16,15,0,83.1216336238,95.8472993637,105.149384141,55.212320961,50.2604402333,46.4546660333,255,255,255,18,22,27,2.17450905352,2.41749334227,2.74517052921,1.86121006578,1.88949555204,1.9106101886
285,285,0,2,0,0,0,89.5457599763,114.28361732,125.885759763,57.7381531452,45.4513424231,39.8368897964,255,255,255,9,16,18,0.892353814947,1.61682256881,2.02921935712,1.4399818696,1.49160920244,1.47380157567
286,286,2,2,0,0,0,128.281625503,133.307931433,135.910824442,20.2044937558,18.8743978247,18.2970773717,255,255,255,34,34,36,7.73842783448,6.22050540566,7.63520330342,1.91496425076,0.691341682256,0.636849030108
287,287,10,8,1,0,0,92.4863084596,102.340818683,109.093113981,35.9213028427,30.4979248101,26.7750481239,255,255,255,1,1,1,2.43717764235,3.51935578845,5.17253523595,1.71504676535,1.65428120354,1.14140624572
288,288,4,0,12,15,1,119.331526544,125.192726593,125.63786214,41.0157691521,36.5794764282,36.8108924718,255,255,255,11,20,17,0.224218613676,0.675872129287,0.490602548528,0.597615239783,0.428453041556,0.0845364319557
289,289,0,2,38,15,0,104.94455013,114.325757309,120.812174438,66.4166877386,66.855215818,68.3131691402,255,255,255,7,13,9,-0.726766818025,-0.93832161244,-1.0726418628,0.795699182404,0.685206921632,0.594478917168
290,290,2,0,0,0,0,54.5406788902,60.0778966016,59.2461226635,55.7101277355,53.0491206919,52.5027852255,249,249,249,1,1,1,0.0589292193329,0.292523872028,0.679807886535,1.06783110611,1.14427286259,1.28574276627
291,291,39,20,275,23,237,86.789140878,87.3154290682,87.8003426234,71.3726919218,66.6260553781,62.2641390439,255,255,255,1,1,4,-1.08171602574,-0.810374129767,-0.400179383378,0.512779605096,0.669155774809,0.85563009908
292,292,2,3,23,15,1,124.483110463,137.022744823,138.497795877,73.7699159596,63.5660824468,61.6923902658,255,255,255,17,26,20,-1.2002022206,-1.02656444292,-0.959256402313,0.562292632507,0.684279996878,0.726366783617
293,293,6,4,38,2,33,93.9997258716,101.041489858,93.506656313,61.2099205588,57.5403199267,49.0581551322,255,255,255,1,2,1,-0.975953537208,-1.03612731543,0.225821368801,0.230291983642,0.224788612426,0.863256225146
294,294,1,1,2,5,0,118.784236305,120.44551113,120.937400163,25.6038745927,26.885158694,28.6663779343,255,255,255,28,18,7,9.06031288331,5.82606121735,4.06937024422,2.28780070832,0.797597122586,-0.255344520825
295,295,16,6,51,29,26,115.284517685,123.799770456,130.195503869,38.5222723532,32.4659501481,29.6475673451,255,255,255,9,17,21,0.790901110201,1.65383344552,2.18470982687,1.11139902689,0.895660354471,0.0982931539648
296,296,1,6,0,2,0,108.75031114,109.13550918,108.805727315,58.4999020564,58.5330493253,58.7882553857,255,255,255,26,27,27,-0.386925018438,-0.486534767692,-0.411412265446,0.930522106198,0.916227299143,0.95414730277
297,297,3,40,24,39,0,78.0677071579,82.8105172394,82.3276417917,62.2620334636,58.3242208823,55.4492918936,255,255,255,2,6,1,-0.139053944787,0.157505075064,0.744880869395,0.966565339318,1.0737342474,1.27388257558
298,298,22,10,172,18,184,128.64524532,130.806646321,132.817116578,52.3030667065,48.1897983897,44.2259380096,255,255,255,10,24,18,-1.08553283036,-0.640128820353,0.109401675544,0.448425132909,0.539387627358,0.593179671285
299,299,27,10,209,32,55,93.3832047329,94.2104893076,95.0440415782,37.7411692045,34.8795967186,32.0738614223,255,255,255,7,11,9,0.60102737832,0.972962392558,1.63533856101,1.05759228409,0.938051450979,0.846185406529
300,300,6,3,7,11,0,124.690450044,130.773919366,133.670154784,28.5145917892,27.5968674553,27.7893467424,255,255,255,17,26,28,5.92009408401,5.36327148535,4.14048169515,1.94821814058,1.21874232323,0.227525636112
301,301,6,3,67,5,35,135.955198413,137.748305034,137.822672054,34.6899176563,35.8010640673,36.2662626211,255,255,255,33,35,30,1.27260729775,1.68592090195,1.73281498219,0.930997159419,0.799241378859,0.611942794239
302,302,1,0,0,34,0,85.261492885,87.9881865044,84.5550245048,40.618271477,38.2784859319,39.1593446204,255,255,255,7,7,4,3.07025426533,3.52548606889,3.64282428104,1.74044855346,1.61824932521,1.52543953257
303,303,1,2,0,24,0,132.951758416,134.214180993,134.971347093,28.6341326911,27.8897375602,26.5651792558,255,255,255,38,37,31,7.48597228629,7.36416281852,7.52494491883,2.60347191711,2.31547531376,1.94707970984
304,304,2,3,0,82,0,139.550031724,143.310832968,145.869646015,51.1163308165,48.6150521402,47.2786457576,255,255,255,32,29,27,-0.120101889557,0.0697713388331,0.162221943395,0.783432949702,0.919018573447,0.939743594389
305,305,1,2,3,0,0,95.054230696,99.6509177612,100.462321029,34.4357605503,32.4197450963,31.3926026372,255,255,255,29,33,33,3.87211405596,4.46514618291,4.82646143137,1.86142742996,1.94613726544,1.96495809397
306,306,14,4,71,45,17,66.7051989544,74.9084609646,75.7407906266,66.5064793562,62.399091565,61.9580443946,255,255,255,1,1,1,0.866407964228,1.05629674893,1.14082013914,1.41101328424,1.46840916422,1.49879432364
307,307,8,0,17,6,17,131.258748807,135.033024365,103.62764768,33.2068733285,27.9059953769,46.224186103,255,255,255,35,32,8,-0.155968081375,0.754846734922,-0.368992621904,0.457039830021,0.702073212799,0.791790589773
308,308,0,2,4,2,0,135.036374083,134.833612397,134.826908534,9.66882333264,10.0685009973,10.4773643692,255,255,255,47,22,10,25.0649447624,20.8781099238,21.1591016443,2.11011891786,0.417081588076,-0.51760193992
309,309,5,0,61,23,9,87.0992634478,104.312093694,115.281196931,61.8140313626,52.8790203826,46.8203610958,255,255,255,6,16,16,0.463812388141,0.795966885131,1.06786574518,1.34418308443,1.37768334391,1.30345356083
310,310,4,8,95,30,0,83.4841437632,83.5742086843,81.6079984618,48.1051115479,44.2793989254,40.1115057692,253,255,253,9,10,8,-0.319035099609,-0.165958398499,0.0548669984112,0.67918938867,0.685984824946,0.732266992705
311,311,2,1,14,9,3,125.767433669,134.43121677,140.994752558,8.79194661809,11.3480331851,12.9894867843,255,255,255,50,50,50,19.5973713732,5.21486956141,7.53606223365,1.10637802672,-0.852572803547,-2.00050045194
312,312,1,1,22,14,0,132.014190831,133.762238589,132.613186051,24.2444887453,23.0525228763,22.9840770225,255,255,255,52,53,54,1.21625670449,1.93476970341,2.39187340369,0.644211933414,0.623648341313,0.436611490249
313,313,5,3,83,30,0,101.389925223,119.39157604,125.108913436,54.4303847558,46.1999088533,44.9224475076,255,255,255,10,15,17,0.447950743376,0.717428041324,0.721295717132,1.19507095748,1.19208076271,1.16129350483
314,314,1,2,0,0,0,142.813576515,145.289068887,140.528713881,39.7945783728,38.5958899664,38.814429422,255,255,255,3,12,6,1.54305973065,1.50337035548,1.1574764296,-0.564821254257,-0.501532638805,-0.170486153915
315,315,1,2,0,0,0,144.224836641,144.581985796,144.421287844,14.3564528284,13.3958309917,13.1189532595,255,255,255,100,104,107,6.84551722722,10.4448944343,12.23223508,1.67397481677,2.13174887451,2.37947025515
316,316,5,0,0,1,0,134.618196826,138.820194319,127.269191971,37.0122564432,34.3264821865,43.1699695754,255,255,255,2,11,1,1.80786851094,2.48669536121,0.418082455612,-0.0180426148366,0.0292245785198,0.0696695955167
317,317,1,2,34,16,0,93.7537050071,98.8238533292,102.843058839,35.6117920097,36.6027094464,37.7304635614,254,254,255,27,30,30,4.62098095409,4.13372411034,3.57597156354,2.13516202705,1.99874758854,1.82581267773
318,318,2,9,33,42,1,150.218504215,151.444903227,152.800204686,41.9285349511,39.5373249303,35.9534979715,255,255,255,51,61,67,-0.772069608163,-0.48115661507,0.0858276396066,0.0822496683611,0.22181429984,0.411350476555
319,319,17,12,145,68,49,163.917792572,170.583470875,166.595393843,38.9203254269,37.3355032654,30.4673533229,255,255,255,42,51,60,-0.635054485015,-0.565802815206,-0.39840290114,0.0502920208654,-0.429480513469,-0.101652274227
320,320,16,4,227,39,11,100.488428568,110.443293086,114.761478687,44.4792173987,37.0303587653,32.5479968689,255,255,255,21,25,19,1.0865833327,1.87640226527,2.69911410381,1.2169305954,1.37482548525,1.43953481758
321,321,2,3,0,1,0,150.870097414,160.157183631,162.394051784,57.8025485167,47.8910244065,45.110012665,255,255,255,11,20,21,-1.34360972761,-0.920011947956,-0.724378941365,0.1849964972,0.23458861246,0.288133441615
322,322,8,3,63,22,10,79.3042717949,86.3756469654,90.3696025725,57.919629161,52.4543405847,47.6431583608,255,255,255,1,8,7,-0.476129451908,-0.0971258133663,0.564218029508,0.772178663417,0.895971336428,1.05355763833
323,323,4,0,1,0,1,109.933527223,124.412292347,127.88673481,12.6767408907,11.103609107,9.70919581955,247,248,249,57,56,57,21.2253611569,8.79149524916,13.7506208996,3.87052274461,1.27837671504,1.61736703169
324,324,2,3,12,33,0,98.668188812,99.5231713049,100.141644896,33.7198912374,32.5533327667,32.2542982627,255,255,255,16,7,8,6.65690344735,6.75867250785,6.82378536574,2.39250471493,2.16534183487,2.02906205998
325,325,0,2,2,80,0,96.5111829246,113.581130593,120.748159643,60.1608118175,50.0710474208,46.1791626153,255,255,255,16,14,15,0.660658343226,1.32274618471,1.55355700993,1.30376912022,1.50532135102,1.51754194207
326,326,1,3,69,80,0,116.224816838,121.865417765,121.952234016,31.2538823552,26.1062436646,23.4186496117,255,255,255,18,19,18,3.29934145187,3.95633848097,5.37618314043,1.72490170948,1.2446309343,0.965744272715
327,327,0,2,4,0,0,101.144602668,110.251772464,116.98565503,41.0903628804,39.0287574248,38.8733548858,255,255,255,5,15,13,3.51269722009,3.76843238548,3.28178846991,1.9038061703,1.80495491325,1.35004906835
328,328,5,4,18,5,13,136.85555911,144.427182622,148.340948164,47.0572253719,38.800115878,31.2911042407,255,255,255,24,28,29,-1.28995469401,-0.954940432521,-0.0491832996632,0.512184251954,0.55592883923,0.518481062742
329,329,18,3,72,6,49,124.948083732,129.760343163,124.632906476,37.0479776344,32.2198610264,30.9249594385,243,244,248,9,16,3,-0.832683711452,-0.443149937629,0.767764004974,0.29052123357,0.265467701844,0.620349770292
330,330,1,0,25,67,0,118.817327315,120.630912278,118.790494515,86.1507063722,80.5864675845,76.5935435567,255,255,255,1,1,1,-1.50921885304,-1.43572566835,-1.29787156426,-0.0583348164394,0.0495139006429,0.230698359933
331,331,6,18,10,0,0,142.020270189,142.857540489,142.721153037,30.9696934659,24.316969063,21.2603763203,255,255,255,40,33,21,2.33612234737,2.80560890652,4.25147133558,1.81551954724,1.43147790992,1.28165584307
332,332,10,4,57,27,21,87.5237475291,105.571222112,113.692348972,59.4105624638,46.6056699557,40.9745709177,255,255,255,10,22,16,0.338080508936,1.42124671332,2.29953236247,1.23041626867,1.48184124971,1.61593734701
333,333,0,15,0,74,0,88.010475557,88.9596553548,89.4462550072,20.1544628395,17.7673014491,16.8452884099,255,255,255,30,42,41,15.1535554646,17.6961418243,19.3852118849,2.74991600464,2.96271581764,3.08425552623
334,334,9,14,21,39,9,120.070799598,126.096150908,127.529081535,47.5148233396,40.3898405483,37.3899651896,255,255,255,9,14,6,1.01283709929,1.58127547013,1.75063900127,1.1909618911,1.09295611963,0.858534244852
335,335,6,36,19,12,0,134.031078726,135.855619144,135.869245896,28.0738731562,24.445008566,22.6404635433,255,255,255,35,35,26,1.62619633636,1.55866590896,2.49520756847,1.30850386319,0.770499574236,-0.105141675251
336,336,10,2,77,18,27,116.874285242,115.266277148,112.131326126,54.6499980054,55.8352327683,58.1663536309,255,255,255,6,7,4,-1.07482184242,-1.09617568962,-1.05723997632,-0.0205031263214,0.0593305872223,0.185114118376
337,337,0,3,4,86,0,130.710404139,134.077662285,133.18636779,46.0762489991,40.3868290478,39.5304614857,255,255,255,10,6,8,0.212081766792,0.758477032501,0.870732875241,0.874547082499,0.656240126502,0.787165344183
338,338,36,7,275,41,249,124.787187439,124.670789167,118.423257302,44.6398407943,40.7996783072,43.3577199433,255,255,255,10,15,14,-0.602465732811,0.154840880072,0.30736369623,0.251031671071,0.409228719769,0.537785964044
339,339,2,2,5,0,0,136.33521308,140.009918695,138.640775912,25.8210316414,22.0284535897,20.439135583,255,255,255,24,30,26,5.01060352126,5.6671705336,5.54754595469,2.16043273565,1.67248232011,0.277769497728
340,340,21,4,181,23,145,134.486123308,135.639782888,129.393842362,26.8859444559,25.4738886665,28.0417064796,255,255,255,29,30,27,2.81984170727,2.22322315248,0.998550716507,0.907884807457,0.396929951777,-0.213793102336
341,341,0,1,0,1,0,134.866886616,134.9725084,135.718057706,12.4859448196,12.5718852806,12.6209846254,255,255,255,45,39,40,15.4235624066,17.8083022811,18.6386715183,0.923875542327,-0.0420965247618,-0.392204925924
342,342,3,0,24,16,0,82.0555703071,87.3431679041,87.8275456121,55.198671282,51.0777078607,50.1686799058,255,255,255,1,6,2,-0.420027142331,0.145930363975,0.532095845776,0.924258199913,1.06607901249,1.15106017581
343,343,2,1,4,2,3,125.882141914,128.584676839,130.752319421,48.0974948128,48.960697136,48.0336613994,255,255,255,21,27,22,-0.276620563178,-0.0615119054711,0.288219951317,0.662187985869,0.708308695691,0.733078011972
344,344,2,0,18,10,0,139.252526415,141.466671052,141.77217722,27.1140804233,23.6065315389,22.1063490391,255,255,255,28,26,27,4.11935056232,4.30006054041,5.05456670872,1.63657052182,0.241327728711,-0.490019044159
345,345,1,0,16,2,0,100.92573461,121.606375982,135.235289952,49.2365662975,39.5830584081,33.8083549563,255,255,255,14,22,28,0.356529158215,1.1104481642,1.81280060589,1.05293635167,1.07048235188,0.818365223268
346,346,7,1,46,39,0,89.9069770948,100.477749638,105.862642829,67.1761663166,60.7139271079,56.8467310548,255,255,255,3,12,2,-0.23139357185,-0.00673921887954,0.193907109731,0.980740920633,1.08305620895,1.14019042439
347,347,10,55,2,23,0,113.932486528,113.882613472,108.924151993,29.724106899,34.3560044913,36.7267816094,255,255,255,15,17,12,1.35201658951,-0.332319597373,-0.728712068217,0.062648087523,-0.162226661608,-0.0972805798527
348,348,0,2,0,17,0,109.040056648,113.740061177,114.654501204,56.3888882651,52.9676348889,51.83761241,255,255,255,6,13,8,-0.106358343466,0.258507280884,0.439604737429,0.912614436488,0.997830418586,0.979798983453
349,349,24,29,21,11,0,83.2602040312,94.934586455,103.071009219,42.7321860118,37.0762959102,32.6950970403,255,255,255,17,18,14,2.29280034147,3.31005330294,4.76596990549,1.78578833043,1.90463095108,1.88558148108
350,350,4,13,0,0,0,77.9010170987,78.9405646285,79.4372568874,59.1030576231,59.2881532578,59.2129721169,255,254,255,12,15,13,0.822693720915,0.630793285762,0.7271278237,1.47062290946,1.41801795542,1.44328985621
351,351,2,0,0,0,0,116.259781733,124.236389808,113.723343115,36.8753410362,32.9133356383,33.4570538911,255,255,255,1,8,10,0.579146997948,1.1073374127,1.14961707207,0.51619349813,0.0927919756821,0.584734601029
352,352,2,1,0,0,0,135.050292567,145.472117137,145.690411561,16.9509013982,22.5298956216,21.5366721078,255,255,255,29,30,25,16.0361675392,5.98291486445,8.21880643913,1.12730159317,-1.21883632037,-1.46635354172
353,353,5,4,78,29,0,114.516253702,119.328111757,118.717379021,73.9474535143,72.360180694,72.9287561311,255,255,255,2,8,3,-0.989765909004,-1.0056887574,-1.01118621177,0.425728849642,0.457027251265,0.534078896857
354,354,2,1,31,4,0,126.063105816,133.445438806,138.630384973,18.0292681264,17.0243010702,17.2763725186,255,255,255,20,24,26,16.5261141731,16.5778320879,14.9293787392,2.46492969434,1.38746245742,0.227742072564
355,355,0,4,0,1,0,100.599585588,100.755711695,100.544791809,61.0146003265,61.6450135238,61.6215899507,255,255,255,14,16,12,-0.369221506275,-0.470582509914,-0.37062186557,0.946683368821,0.91868118235,0.961404353818
356,356,0,0,1,0,0,122.20386059,132.018503454,141.900767292,11.9822481697,11.3960471617,10.6809445477,255,255,255,64,65,68,28.5091909475,25.7065834811,26.6066767719,3.33901489898,2.75739832846,2.26370774003
357,357,4,1,0,0,0,114.067456709,118.917502261,116.099651869,50.7434743325,47.5378928542,48.3168141707,255,255,255,3,10,1,0.136569696731,0.444658423761,0.305127964489,0.0909675741025,0.184017686076,0.393554416062
358,358,0,3,0,38,0,137.289183455,138.648435149,139.261189688,22.4410943294,19.9699865155,19.552268517,255,255,255,20,25,19,11.8011697726,12.1762744605,11.0094914801,2.56087244777,1.35327692814,-0.00259642667412
359,359,10,4,54,12,46,132.158706201,135.18196771,128.485567741,31.4135748007,30.2524730636,27.3084828475,255,255,255,19,25,32,-0.171603079259,-0.208215370869,0.291464909448,0.247662793981,-0.120067339074,0.189118597681
360,360,2,4,23,77,0,134.021061152,134.170782656,128.823725681,28.2518514591,27.9677723945,36.5835608588,255,255,255,5,15,1,2.70417000587,1.99449202045,0.266204056485,-0.169873443423,-0.817797391676,-0.995870559627
361,361,27,1,146,38,54,125.328410321,130.204121703,122.801998456,41.8642431003,39.4070550527,43.7648158181,255,255,255,13,21,20,0.637812951138,1.18010426201,0.775984062768,1.00704804752,1.05014253143,0.992983654233
362,362,18,1,127,5,99,97.7498913682,99.9659422744,97.3932742187,50.5322952345,47.2971060377,45.7631702771,255,255,255,1,6,1,-0.481920352052,-0.336311974184,-0.257646633913,0.327567158692,0.327727108162,0.404993247441
363,363,1,7,4,53,1,132.308362247,134.894234009,130.175502549,31.4639399031,30.0325047641,28.3948892912,255,255,255,32,31,27,1.82569104354,1.64641449684,1.65222744436,1.15354857113,0.494838507342,-0.332197881182
364,364,6,0,24,0,45,113.997373767,122.561057705,124.692510973,33.0035283869,29.2156290839,27.9541915273,255,255,255,40,44,42,2.75969226386,3.83629613081,4.58395448546,1.51848022989,1.58241696674,1.70655392565
365,365,4,7,0,0,0,128.43706009,128.418764268,128.72334697,20.9567027676,20.5359523841,18.4454696912,255,254,255,70,70,75,-0.307476490824,-0.309813042772,0.174404751657,0.114005191537,0.106109107095,0.357932402371
366,366,1,1,2,2,0,69.6930049273,75.8039002542,75.5673384773,65.0565273214,59.6337824585,56.6390815266,255,255,255,1,1,1,0.481464831174,0.850811790029,1.56793605933,1.26650052972,1.36084809424,1.56459015128
367,367,15,4,99,4,55,109.577117754,114.627824694,100.542070305,60.2956707424,56.4121732576,48.8794539017,255,255,255,1,3,1,-1.02951323625,-1.08947501218,-0.652423562462,-0.0766322164563,-0.175114078031,0.404418868048
368,368,6,0,37,3,34,113.026331841,122.474597308,125.32138871,18.8233641662,14.9213881284,13.8974285511,255,255,255,59,51,45,9.45294738469,13.7643329293,17.7665426258,2.51412416247,1.65404294932,1.7010623024
369,369,8,43,0,24,0,129.097173988,130.141867767,127.854314148,29.2848848828,25.8531071758,23.9515711371,255,255,255,27,20,9,1.78056853837,2.06096889004,3.35711836623,1.29167715384,0.903939068608,0.428926085177
